name,url,description,product_type,duration,remote_support,adaptive_support,test_type
Drupal (New),https://www.shl.com/products/product-catalog/view/drupal-new/,"Drupal (New): Multi-choice test that measures the knowledge of Drupal setup, content management, user interface, module development and security.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
DSI v1.1 Interpretation Report,https://www.shl.com/products/product-catalog/view/dsi-v1-1-interpretation-report/,DSI v1.1 Interpretation Report: DSI v1.1 Interpretation Report,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Econometrics (New),https://www.shl.com/products/product-catalog/view/econometrics-new/,"Econometrics (New): Multi-choice test that measures the knowledge of statistical concepts, exploratory analysis and statistical testing required to analyze economic data.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Economics (New),https://www.shl.com/products/product-catalog/view/economics-new/,"Economics (New): Multi-choice test that measures the conceptual knowledge of microeconomics, macroeconomics and international trade.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Electrical and Electronics Engineering (New),https://www.shl.com/products/product-catalog/view/electrical-and-electronics-engineering-new/,"Electrical and Electronics Engineering (New): Multi-choice test that measures the candidate’s knowledge and understanding on fundamentals of electrical engineering, instrumentation and control system and…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Electrical Engineering (New),https://www.shl.com/products/product-catalog/view/electrical-engineering-new/,"Electrical Engineering (New): Multi-choice test that measures the knowledge of basic electrical engineering, electrical machines, power systems, instrumentation, control systems and basic…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Electronics & Telecommunications Engineering (New),https://www.shl.com/products/product-catalog/view/electronics-and-telecommunications-engineering-new/,"Electronics & Telecommunications Engineering (New): Multi-choice test that measures the candidate’s knowledge and understanding on semiconductors and semiconductor devices, analog and digital electronics…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Electronics and Embedded Systems Engineering (New),https://www.shl.com/products/product-catalog/view/electronics-and-embedded-systems-engineering-new/,"Electronics and Embedded Systems Engineering (New): Multi-choice test that measures the candidate’s knowledge and understanding on concepts like embedded systems and, analog and digital electronics.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Electronics and Semiconductor Engineering (New),https://www.shl.com/products/product-catalog/view/electronics-and-semiconductor-engineering-new/,"Electronics and Semiconductor Engineering (New): Multi-choice test that measures the knowledge of semiconductors, two terminal and three terminal devices, analog electronics, digital electronics and basics of…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
English Comprehension (New),https://www.shl.com/products/product-catalog/view/english-comprehension-new/,"English Comprehension (New): Multiple-choice test that measures vocabulary, grammar and reading comprehension skills.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Enterprise Java Beans (New),https://www.shl.com/products/product-catalog/view/enterprise-java-beans-new/,"Enterprise Java Beans (New): Multi-choice test that measures the knowledge of enterprise Java beans (EJB), types of EJB, transactions and concurrency.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Enterprise Leadership Report 1.0,https://www.shl.com/products/product-catalog/view/enterprise-leadership-report/,Enterprise Leadership Report 1.0: Assess and benchmark your leaders against enterprise leadership - the model for leader impact to drive business results in a complex work environment.  For…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Enterprise Leadership Report 2.0,https://www.shl.com/products/product-catalog/view/enterprise-leadership-report-2-0/,Enterprise Leadership Report 2.0: Assess and benchmark your leaders against enterprise leadership - the model for leader impact to drive business results in a complex work environment.  For…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Entry Level Cashier Solution,https://www.shl.com/products/product-catalog/view/entry-level-cashier-solution/,"Entry Level Cashier Solution: The Precise Fit Entry Level Cashier Solution is for entry-level retail positions in which employees receive payment in the form of cash, check, or credit cards…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Entry Level Customer Serv-Retail & Contact Center,https://www.shl.com/products/product-catalog/view/entry-level-customer-serv-retail-and-contact-center/,Entry Level Customer Serv-Retail & Contact Center: The Precise Fit Entry Level Customer Service Solution (Retail/Contact Center) is for entry-level positions in which employees interact with customers by…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Entry Level Customer Service (General) Solution,https://www.shl.com/products/product-catalog/view/entry-level-customer-service-general-solution/,Entry Level Customer Service (General) Solution: The Precise Fit Entry Level Customer Service Solution (General) is for a wide range of entry-level positions where employees are expected to interact with…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Entry Level Hotel Front Desk Solution,https://www.shl.com/products/product-catalog/view/entry-level-hotel-front-desk-solution/,Entry Level Hotel Front Desk Solution: The Precise Fit Entry Level Hotel Front Desk Solution is for entry-level customer service positions in the hospitality industry. The solution is appropriate…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Entry Level Sales Solution,https://www.shl.com/products/product-catalog/view/entry-level-sales-solution/,Entry Level Sales Solution: The Precise Fit Entry Level Sales Roles Solution is for entry-level positions in which employees proactively sell products or services to customers and have…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Entry Level Technical Support Solution,https://www.shl.com/products/product-catalog/view/entry-level-technical-support-solution/,Entry Level Technical Support Solution: The Precise Fit Entry Level Technical Support Solution is for entry-level positions in which employees provide technical assistance to computer users in a…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
ETL Testing (New),https://www.shl.com/products/product-catalog/view/etl-testing-new/,"ETL Testing (New): Multi-choice test that measures the knowledge of ETL architecture, data warehousing, dimensions, DBMS concepts like data manipulation, constraints, ETL testing…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Executive Scenarios,https://www.shl.com/products/product-catalog/view/executive-scenarios/,Executive Scenarios: Executive Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Executive Scenarios Narrative Report,https://www.shl.com/products/product-catalog/view/executive-scenarios-narrative-report/,Executive Scenarios Narrative Report: Executive Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Executive Scenarios Profile Report,https://www.shl.com/products/product-catalog/view/executive-scenarios-profile-report/,Executive Scenarios Profile Report: Executive Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
ExpressJS (New),https://www.shl.com/products/product-catalog/view/expressjs-new/,"ExpressJS (New): Multi-choice test that measures the knowledge of routing, error handling, security, middleware and performance & reliability in ExpressJS.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Filing - Names (R1),https://www.shl.com/products/product-catalog/view/filing-names-r1/,Filing - Names (R1): This test measures ability to sort names in alphabetical order. Test takers are shown a graphical display of four folder tabs -- three contain alphabetized…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Filing - Numbers,https://www.shl.com/products/product-catalog/view/filing-numbers/,Filing - Numbers: This test measures ability to sort items in numerical order. Test takers are shown a graphical display of four folder tabs -- three contain numbers and one is…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Financial Accounting (New),https://www.shl.com/products/product-catalog/view/financial-accounting-new/,"Financial Accounting (New): Multi-choice test that measures the ability to post journal entries, classify items into assets and liabilities, analyze financial statements and calculate…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Financial and Banking Services (New),https://www.shl.com/products/product-catalog/view/financial-and-banking-services-new/,"Financial and Banking Services (New): Multi-choice test that measures the knowledge of investment products, banking products, taxation and principles of Macroeconomics.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Fire Engineering (New),https://www.shl.com/products/product-catalog/view/fire-engineering-new/,"Fire Engineering (New): Multi-choice test that measures the knowledge of fire engineering principles, basic workplace safety and safety management.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Following Instructions v1 - UK (R1),https://www.shl.com/products/product-catalog/view/following-instructions-v1-uk-r1/,Following Instructions v1 - UK (R1): This test measures a candidate's ability to follow detailed instructions and then select the correct course of action. Candidates are presented with a set of…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Following Instructions v1 - US (R2),https://www.shl.com/products/product-catalog/view/following-instructions-v1-us-r2/,Following Instructions v1 - US (R2): This test measures a candidate's ability to follow detailed instructions and then select the correct course of action. Test takers are presented with a set of…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Food and Beverage Services (New),https://www.shl.com/products/product-catalog/view/food-and-beverage-services-new/,"Food and Beverage Services (New): Multi-choice test that measures the knowledge of meal planning, service preparation, types of service equipment, and types of beverages.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Food Science (New),https://www.shl.com/products/product-catalog/view/food-science-new/,"Food Science (New): Multi-choice test that measures the knowledge of food chemistry, nutrition, food microbiology, food engineering and food product technology.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Front Office Management (New),https://www.shl.com/products/product-catalog/view/front-office-management-new/,Front Office Management (New): Multi-choice test that measures the knowledge of front office operations.,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Fundamentals of Chemistry (New),https://www.shl.com/products/product-catalog/view/fundamentals-of-chemistry-new/,"Fundamentals of Chemistry (New): Multi-choice test that measures the knowledge of physical chemistry, inorganic chemistry and organic chemistry.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Fundamentals of Physics (New),https://www.shl.com/products/product-catalog/view/fundamentals-of-physics-new/,"Fundamentals of Physics (New): Multi-choice test that measures the knowledge of classical mechanics, Newton's laws of motion, electromagnetism, EM waves, thermodynamics and modern physics.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
General Diseases (New),https://www.shl.com/products/product-catalog/view/general-diseases-new/,"General Diseases (New): Multi-choice test that measures the knowledge of common diseases of ear, nose, throat and teeth, their symptoms, drugs used to treat them and various drugs…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Geoinformatics Engineering (New),https://www.shl.com/products/product-catalog/view/geoinformatics-engineering-new/,"Geoinformatics Engineering (New): Multi-choice test that measures the knowledge of remote sensing, digital image processing, digital photogrammetry, planning and surveying, geology, GIS and…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Geoscience Engineering (New),https://www.shl.com/products/product-catalog/view/geoscience-engineering-new/,"Geoscience Engineering (New): Multi-choice test that measures the knowledge of exploration geology, soil mechanics, rock mechanics, geophysical investigation, geological surveying.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
GIT (New),https://www.shl.com/products/product-catalog/view/git-new/,GIT (New): Multi-choice test that measures the knowledge of how to use GIT for version control.,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Global Skills Assessment,https://www.shl.com/products/product-catalog/view/global-skills-assessment/,Global Skills Assessment: The Global Skills Assessment (GSA) is an assessment used to measure 96 discrete skills/behaviors. These 96 skill scores are directly aligned to the most…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Graduate Scenarios,https://www.shl.com/products/product-catalog/view/graduate-scenarios/,Graduate Scenarios: Graduate Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Graduate Scenarios Narrative Report,https://www.shl.com/products/product-catalog/view/graduate-scenarios-narrative-report/,Graduate Scenarios Narrative Report: Graduate Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Graduate Scenarios Profile Report,https://www.shl.com/products/product-catalog/view/graduate-scenarios-profile-report/,Graduate Scenarios Profile Report: Graduate Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Hibernate (New),https://www.shl.com/products/product-catalog/view/hibernate-new/,"Hibernate (New): Multi-choice test that measures the knowledge of Hibernate architecture, Hibernate mapping and Hibernate query language(HQL).",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
HIPAA (Security),https://www.shl.com/products/product-catalog/view/hipaa-security/,HIPAA (Security): The HIPAA (Security) test measures knowledge of compliance with the standards required by the Security and Electronic Signature Standards as they apply to…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
HiPo Assessment Report 1.0,https://www.shl.com/products/product-catalog/view/hipo-assessment-report-1-0/,"HiPo Assessment Report 1.0: Part of SHL’s High Potential solution and developed from SHL’s extensive research into high-potential programs, the HIPO Assessment Report 1.0 helps…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
HiPo Assessment Report 2.0,https://www.shl.com/products/product-catalog/view/hipo-assessment-report-2-0/,"HiPo Assessment Report 2.0: Part of SHL’s High Potential solution and developed from SHL’s extensive research into high-potential programs, the HIPO Assessment Report 2.0 helps…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
HiPo Unlocking Potential Report 2.0,https://www.shl.com/products/product-catalog/view/hipo-unlocking-potential-report-2-0/,"HiPo Unlocking Potential Report 2.0: This report draws insights from the Occupational Personality QuestionnaireTM (OPQ32). Used for individuals who are selected into a client’s HiPo program, it…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Housekeeping (New),https://www.shl.com/products/product-catalog/view/housekeeping-new/,"Housekeeping (New): Multi-choice test that measures the knowledge of housekeeping activities such as cleaning, laundry, room maintenance and routine checks.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
HTML/CSS (New),https://www.shl.com/products/product-catalog/view/htmlcss-new/,HTML/CSS (New): Multi-choice test that measures the knowledge of HTML to create a user interface and CSS to stylize it.,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
HTML5 (New),https://www.shl.com/products/product-catalog/view/html5-new/,HTML5 (New): Multi-choice test that measures the knowledge of HTML5 and its application in creating a user interface.,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Human Resources (New),https://www.shl.com/products/product-catalog/view/human-resources-new/,Human Resources (New): Multi-choice test that measures the candidate on his/her knowledge and understanding of the basic concepts of Human Resources Management like planning…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
IBM DataStage (New),https://www.shl.com/products/product-catalog/view/ibm-datastage-new/,"IBM DataStage (New): Multi-choice test that measures the knowledge on the concepts of Data Warehouse fundamentals, DataStage fundamentals, DataStage stages and, DataStage Designer…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
IBM Sterling Order Management System (New),https://www.shl.com/products/product-catalog/view/ibm-sterling-order-management-system-new/,"IBM Sterling Order Management System (New): Multi-choice test that measures the knowledge of the basic concepts of Sterling Order Management System installation, modeling, extensibility, inventory…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Industrial Engineering (New),https://www.shl.com/products/product-catalog/view/industrial-engineering-new/,"Industrial Engineering (New): Multi-choice test that measures the conceptual knowledge of design, quality control, reliability, management and costing of manufacturing systems.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Informatica (Architecture) (New),https://www.shl.com/products/product-catalog/view/informatica-architecture-new/,"Informatica (Architecture) (New): Multi-choice test that measures the knowledge of data warehousing, server architecture and administration, and real time implementation with Informatica.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Informatica (Developer) (New),https://www.shl.com/products/product-catalog/view/informatica-developer-new/,"Informatica (Developer) (New): Multi-choice test that measures the knowledge of data warehousing, server architecture and administration, and real time implementation with Informatica.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Instrumentation Engineering (New),https://www.shl.com/products/product-catalog/view/instrumentation-engineering-new/,"Instrumentation Engineering (New): Multi-choice test that measures the conceptual knowledge of instrumentation, electronics, signals and communication systems.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Interpersonal Communications,https://www.shl.com/products/product-catalog/view/interpersonal-communications/,Interpersonal Communications: This adaptive test measures the candidate's knowledge of how to employ effective verbal and non-verbal communication to send his or her message and manage…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Interviewing and Hiring Concepts (U.S.),https://www.shl.com/products/product-catalog/view/interviewing-and-hiring-concepts-u-s/,Interviewing and Hiring Concepts (U.S.): The Interviewing and Hiring Concepts (U.S.) test measures knowledge of the interviewing  and hiring process. Designed for all employees and hiring managers…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
iOS Development (New),https://www.shl.com/products/product-catalog/view/ios-development-new/,"iOS Development (New): Multi-choice test that measures the knowledge of Objective C, NSObject, iOS fundamentals and UI design on iOS phones.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
ITIL (IT Infrastructure Library) (New),https://www.shl.com/products/product-catalog/view/itil-it-infrastructure-library-new/,"ITIL (IT Infrastructure Library) (New): Multi-choice test that measures the knowledge of capacity management, change management and problem management.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Java 2 Platform Enterprise Edition 1.4 Fundamental,https://www.shl.com/products/product-catalog/view/java-2-platform-enterprise-edition-1-4-fundamental/,"Java 2 Platform Enterprise Edition 1.4 Fundamental: The Java 2 Platform Enterprise Edition (J2EE) 1.4 Fundamentals test measures knowledge of basic J2EE 1.4 Fundamentals. Designed for entry-level users, this…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Java 8 (New),https://www.shl.com/products/product-catalog/view/java-8-new/,"Java 8 (New): Multi-choice test that measures the knowledge of Java class design, exceptions, generics, collections, concurrency, JDBC and Java I/O fundamentals.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Java Design Patterns (New),https://www.shl.com/products/product-catalog/view/java-design-patterns-new/,Java Design Patterns (New): Multi-choice test that measures the knowledge of the types of design patterns in Java and principles like threads and refactoring used in Java design patterns.,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Java Frameworks (New),https://www.shl.com/products/product-catalog/view/java-frameworks-new/,"Java Frameworks (New): Multi-choice test that measures the knowledge of different Java frameworks - Struts, Hibernate and Spring.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Java Platform Enterprise Edition 7 (Java EE 7),https://www.shl.com/products/product-catalog/view/java-platform-enterprise-edition-7-java-ee-7/,"Java Platform Enterprise Edition 7 (Java EE 7): The Java Platform Enterprise Edition 7 (Java EE 7) test measures knowledge of the Java EE 7 architecture. Designed for Java programmers and architects, this…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Java Web Services (New),https://www.shl.com/products/product-catalog/view/java-web-services-new/,"Java Web Services (New): Multi-choice test that measures the knowledge of basic Java constructs, OOP concepts, file handling, exception handling, threads, generics and inner class.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
JavaScript (New),https://www.shl.com/products/product-catalog/view/javascript-new/,JavaScript (New): Multi-choice test that measures knowledge of programming in the JavaScript language and its application in front-end development.,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Jenkins (New),https://www.shl.com/products/product-catalog/view/jenkins-new/,"Jenkins (New): Multi-choice test that measures the knowledge of Jenkins configuration and deployment, plugins, nodes, build jobs and testing.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Job Control Language (New),https://www.shl.com/products/product-catalog/view/job-control-language-new/,"Job Control Language (New): Multi-choice test that measures the knowledge of JCL libraries, parameters, statements, datasets, generation of data groups and conditional processing.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
jQuery (New),https://www.shl.com/products/product-catalog/view/jquery-new/,"jQuery (New): Multi-choice test that measures the knowledge of jQuery events and effects, jQuery animation, UI, references, and using jQuery with AJAX.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Kubernetes (New),https://www.shl.com/products/product-catalog/view/kubernetes-new/,"Kubernetes (New): Multi-choice test that measures the knowledge of the architecture, cluster and services of Kubernetes.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Linux Administration (New),https://www.shl.com/products/product-catalog/view/linux-administration-new/,Linux Administration (New): Multi-choice test that measures knowledge of the Linux operating system and its application in system administration and network administration.,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Linux Operating System,https://www.shl.com/products/product-catalog/view/linux-operating-system/,"Linux Operating System : Multi-choice test that measures the knowledge of Linux system, command line, filesystem, memory management, and process management.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Linux Programming (General),https://www.shl.com/products/product-catalog/view/linux-programming-general/,"Linux Programming (General): The Linux Programming (General) test measures knowledge of programming in a Linux environment. Designed for experienced programmers, this test covers the…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Load Runner (New),https://www.shl.com/products/product-catalog/view/load-runner-new/,"Load Runner (New): Multi-choice test that measures the knowledge on the concepts of Load Runner architecture & installation, virtual user generator (VUGEN), controller…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Management Scenarios,https://www.shl.com/products/product-catalog/view/management-scenarios/,Management Scenarios: Managerial Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Managerial Scenarios Candidate Report,https://www.shl.com/products/product-catalog/view/managerial-scenarios-candidate-report/,Managerial Scenarios Candidate Report: Managerial Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Managerial Scenarios Narrative Report,https://www.shl.com/products/product-catalog/view/managerial-scenarios-narrative-report/,Managerial Scenarios Narrative Report: Managerial Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Managerial Scenarios Profile Report,https://www.shl.com/products/product-catalog/view/managerial-scenarios-profile-report/,Managerial Scenarios Profile Report: Managerial Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Manual Testing (New),https://www.shl.com/products/product-catalog/view/manual-testing-new/,"Manual Testing (New): Multi-choice test that measures the knowledge of the software testing life cycle, testing tools and techniques, design of test cases and generation of test…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Manufac. & Indust. - Mechanical & Vigilance 8.0,https://www.shl.com/products/product-catalog/view/mechanical-and-vigilance-focus-8-0/,Manufac. & Indust. - Mechanical & Vigilance 8.0: The Manufacturing & Industrial Mechanical & Vigilance Focus 8.0 Job-Focused Assessment   measures the behaviors that underlie successful and safe performance…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Manufac. & Indust. - Safety & Dependability 8.0,https://www.shl.com/products/product-catalog/view/safety-and-dependability-focus-8-0/,Manufac. & Indust. - Safety & Dependability 8.0: The Manufacturing & Industrial Safety & Dependability Focus 8.0 Job-Focused Assessment   measures the behaviors that underlie safe performance in a work…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Manufacturing & Industrial - Essential Focus 8.0,https://www.shl.com/products/product-catalog/view/essential-focus-8-0/,Manufacturing & Industrial - Essential Focus 8.0: The Manufacturing & Industrial Essential 8.0 Job-Focused Assessment measures the behaviors   that underlie successful and safe performance in an…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Manufacturing & Industrial - Mechanical Focus 8.0,https://www.shl.com/products/product-catalog/view/mechanical-focus-8-0/,Manufacturing & Industrial - Mechanical Focus 8.0: The Manufacturing & Industrial Mechanical Focus 8.0 Job-Focused Assessment measures the   behaviors that underlie successful and safe performance in an…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Manufacturing & Industrial - Vigilance Focus 8.0,https://www.shl.com/products/product-catalog/view/vigilance-focus-8-0/,Manufacturing & Industrial - Vigilance Focus 8.0: The Manufacturing and Industrial Vigilance Focus 8.0 Job-Focused Assessment measures the   behaviors that underlie successful and safe performance in an…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Marketing (New),https://www.shl.com/products/product-catalog/view/marketing-new/,"Marketing (New): Multi-choice test that measures the conceptual knowledge of marketing principles, market research, consumer behavior, brand management, sales management…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Maven (New),https://www.shl.com/products/product-catalog/view/maven-new/,"Maven (New): Multi-choice test that measures the knowledge of Maven installation, dependencies, Project Object Model (POM), builds and plugins.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Mechanical Engineering (New),https://www.shl.com/products/product-catalog/view/mechanical-engineering-new/,"Mechanical Engineering (New): Multi-choice test that measures the conceptual knowledge of fluid and machine mechanics, thermodynamics, IC engines and manufacturing science.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Mechatronics Engineering (New),https://www.shl.com/products/product-catalog/view/mechatronics-engineering-new/,"Mechatronics Engineering (New): Multi-choice test that measures the knowledge related to basic mechatronics systems, components, sensors, feedback devices, control elements, actuators…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
N/A,https://www.shl.com/products/product-catalog/view/metallurgical-engineering-new/,,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
MQ Profile,https://www.shl.com/products/product-catalog/view/mq-profile/,MQ Profile: The profile chart is the Sten score graphical output of the MQ. It clearly shows the individual’s motivational drivers compared to the selected norm group as…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
MS Access (New),https://www.shl.com/products/product-catalog/view/ms-access-new/,MS Access (New): Multi-choice test that measures the knowledge and basic understanding of MS Access programming.,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
MS Excel (New),https://www.shl.com/products/product-catalog/view/ms-excel-new/,"MS Excel (New): Multi-choice test that measures the ability to use MS Excel to maintain, organize, analyze and present numeric data.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
